Formatted Date,Temperature (C)
2006-01-06 04:00:00.000 +0100,2.772222222
2006-01-06 05:00:00.000 +0100,2.755555556
2006-01-06 06:00:00.000 +0100,2.755555556
2006-01-06 07:00:00.000 +0100,2.761111111
2006-01-06 08:00:00.000 +0100,2.733333333
2006-01-06 09:00:00.000 +0100,2.733333333
2006-01-06 10:00:00.000 +0100,2.7
2006-01-06 11:00:00.000 +0100,2.272222222
2006-01-06 12:00:00.000 +0100,2.272222222
2006-01-06 13:00:00.000 +0100,2.316666667
2006-01-06 14:00:00.000 +0100,2.805555556
2006-01-06 15:00:00.000 +0100,2.755555556
2006-01-06 16:00:00.000 +0100,2.305555556
2006-01-06 17:00:00.000 +0100,2.222222222
2006-01-06 18:00:00.000 +0100,2.222222222
2006-01-06 19:00:00.000 +0100,2.255555556
2006-01-06 20:00:00.000 +0100,2.222222222
2006-01-06 21:00:00.000 +0100,2.222222222
2006-01-06 22:00:00.000 +0100,2.733333333
2006-01-06 23:00:00.000 +0100,2.733333333
2006-01-07 00:00:00.000 +0100,2.733333333
2006-01-07 01:00:00.000 +0100,0.294444444
2006-01-07 02:00:00.000 +0100,1.644444444
2006-01-07 03:00:00.000 +0100,0.527777778
2006-01-07 04:00:00.000 +0100,1.177777778
2006-01-07 05:00:00.000 +0100,1.083333333
2006-01-07 06:00:00.000 +0100,1.083333333
2006-01-07 07:00:00.000 +0100,1.05
2006-01-07 08:00:00.000 +0100,2.127777778
2006-01-07 09:00:00.000 +0100,1.155555556
2006-01-07 10:00:00.000 +0100,1.188888889
2006-01-07 11:00:00.000 +0100,2.222222222
2006-01-07 12:00:00.000 +0100,2.244444444
2006-01-07 13:00:00.000 +0100,2.227777778
2006-01-07 14:00:00.000 +0100,2.266666667
2006-01-07 15:00:00.000 +0100,1.711111111
2006-01-07 16:00:00.000 +0100,1.238888889
2006-01-07 17:00:00.000 +0100,0.088888889
2006-01-07 18:00:00.000 +0100,0.116666667
2006-01-07 19:00:00.000 +0100,-0.727777778
2006-01-07 20:00:00.000 +0100,-1.016666667
2006-01-07 21:00:00.000 +0100,-0.533333333
2006-01-07 22:00:00.000 +0100,-0.033333333
2006-01-07 23:00:00.000 +0100,-0.044444444
2006-01-08 00:00:00.000 +0100,-0.044444444
2006-01-08 01:00:00.000 +0100,-4.094444444
2006-01-08 02:00:00.000 +0100,-0.65
2006-01-08 03:00:00.000 +0100,-1.161111111
2006-01-08 04:00:00.000 +0100,-1.95
2006-01-08 05:00:00.000 +0100,-2.861111111
2006-01-08 06:00:00.000 +0100,-2.811111111
2006-01-08 07:00:00.000 +0100,-3.477777778
2006-01-08 08:00:00.000 +0100,-3.755555556
2006-01-08 09:00:00.000 +0100,-1.161111111
2006-01-08 10:00:00.000 +0100,0.044444444
2006-01-08 11:00:00.000 +0100,2.083333333
2006-01-08 12:00:00.000 +0100,2.683333333
2006-01-08 13:00:00.000 +0100,2.305555556
2006-01-08 14:00:00.000 +0100,2.288888889
2006-01-08 15:00:00.000 +0100,2.238888889
2006-01-08 16:00:00.000 +0100,1.194444444
2006-01-08 17:00:00.000 +0100,-1.138888889
2006-01-08 18:00:00.000 +0100,-1.183333333
2006-01-08 19:00:00.000 +0100,-2.061111111
2006-01-08 20:00:00.000 +0100,-2.222222222
2006-01-08 21:00:00.000 +0100,-2.755555556
2006-01-08 22:00:00.000 +0100,-2.316666667
2006-01-08 23:00:00.000 +0100,-3.866666667
2006-01-09 00:00:00.000 +0100,-4.933333333
2006-01-09 01:00:00.000 +0100,-1.277777778
2006-01-09 02:00:00.000 +0100,-4.488888889
2006-01-09 03:00:00.000 +0100,-4.555555556
2006-01-09 04:00:00.000 +0100,-5.094444444
2006-01-09 05:00:00.000 +0100,-5.138888889
2006-01-09 06:00:00.000 +0100,-6.205555556
2006-01-09 07:00:00.000 +0100,-6.044444444
2006-01-09 08:00:00.000 +0100,-5.138888889
2006-01-09 09:00:00.000 +0100,-2.883333333
2006-01-09 10:00:00.000 +0100,-1.205555556
2006-01-09 11:00:00.000 +0100,0.05
2006-01-09 12:00:00.000 +0100,1.211111111
2006-01-09 13:00:00.000 +0100,2.25
2006-01-09 14:00:00.000 +0100,2.294444444
2006-01-09 15:00:00.000 +0100,2.294444444
2006-01-09 16:00:00.000 +0100,1.25
2006-01-09 17:00:00.000 +0100,-0.072222222
2006-01-09 18:00:00.000 +0100,-1.155555556
2006-01-09 19:00:00.000 +0100,-1.222222222
2006-01-09 20:00:00.000 +0100,-1.222222222
2006-01-09 21:00:00.000 +0100,-0.688888889
2006-01-09 22:00:00.000 +0100,-1.111111111
2006-01-09 23:00:00.000 +0100,-1.277777778
2006-01-10 00:00:00.000 +0100,-1.205555556
2006-01-10 01:00:00.000 +0100,-2.872222222
2006-01-10 02:00:00.000 +0100,-1.155555556
2006-01-10 03:00:00.000 +0100,-1.155555556
2006-01-10 04:00:00.000 +0100,-1.577777778
2006-01-10 05:00:00.000 +0100,-1.155555556
2006-01-10 06:00:00.000 +0100,-1.177777778
2006-01-10 07:00:00.000 +0100,-1.211111111
2006-01-10 08:00:00.000 +0100,-1.177777778
2006-01-10 09:00:00.000 +0100,-1.105555556
2006-01-10 10:00:00.000 +0100,0.016666667
2006-01-10 11:00:00.000 +0100,1.188888889
2006-01-10 12:00:00.000 +0100,2.25
2006-01-10 13:00:00.000 +0100,2.761111111
2006-01-10 14:00:00.000 +0100,2.927777778
2006-01-10 15:00:00.000 +0100,2.877777778
2006-01-10 16:00:00.000 +0100,1.338888889
2006-01-10 17:00:00.000 +0100,0.05
2006-01-10 18:00:00.000 +0100,-1.038888889
2006-01-10 19:00:00.000 +0100,-1.288888889
2006-01-10 20:00:00.000 +0100,-1.5
2006-01-10 21:00:00.000 +0100,-1.75
2006-01-10 22:00:00.000 +0100,-2.322222222
2006-01-10 23:00:00.000 +0100,-2.816666667
2006-01-11 00:00:00.000 +0100,-2.888888889
2006-01-11 01:00:00.000 +0100,-1.45
2006-01-11 02:00:00.000 +0100,-4.0
2006-01-11 03:00:00.000 +0100,-4.505555556
2006-01-11 04:00:00.000 +0100,-4.761111111
2006-01-11 05:00:00.000 +0100,-3.938888889
2006-01-11 06:00:00.000 +0100,-2.916666667
2006-01-11 07:00:00.000 +0100,-2.905555556
2006-01-11 08:00:00.000 +0100,-2.494444444
2006-01-11 09:00:00.000 +0100,-2.377777778
2006-01-11 10:00:00.000 +0100,-1.077777778
2006-01-11 11:00:00.000 +0100,-1.016666667
2006-01-11 12:00:00.000 +0100,0.138888889
2006-01-11 13:00:00.000 +0100,1.066666667
2006-01-11 14:00:00.000 +0100,1.205555556
2006-01-11 15:00:00.000 +0100,1.205555556
2006-01-11 16:00:00.000 +0100,0.161111111
2006-01-11 17:00:00.000 +0100,-0.461111111
2006-01-11 18:00:00.000 +0100,-0.022222222
2006-01-11 19:00:00.000 +0100,-0.066666667
2006-01-11 20:00:00.000 +0100,-1.038888889
2006-01-11 21:00:00.000 +0100,-0.555555556
2006-01-11 22:00:00.000 +0100,-0.972222222
2006-01-11 23:00:00.000 +0100,-1.061111111
2006-01-12 00:00:00.000 +0100,-1.572222222
2006-01-12 01:00:00.000 +0100,-0.555555556
2006-01-12 02:00:00.000 +0100,-1.572222222
2006-01-12 03:00:00.000 +0100,-1.061111111
2006-01-12 04:00:00.000 +0100,-0.988888889
2006-01-12 05:00:00.000 +0100,-1.111111111
2006-01-12 06:00:00.000 +0100,-1.061111111
2006-01-12 07:00:00.000 +0100,-1.088888889
2006-01-12 08:00:00.000 +0100,-1.061111111
2006-01-12 09:00:00.000 +0100,-1.038888889
2006-01-12 10:00:00.000 +0100,0.038888889
2006-01-12 11:00:00.000 +0100,0.072222222
2006-01-12 12:00:00.000 +0100,0.138888889
2006-01-12 13:00:00.000 +0100,1.172222222
2006-01-12 14:00:00.000 +0100,1.183333333
2006-01-12 15:00:00.000 +0100,1.183333333
2006-01-12 16:00:00.000 +0100,0.188888889
2006-01-12 17:00:00.000 +0100,-0.094444444
2006-01-12 18:00:00.000 +0100,-0.072222222
2006-01-12 19:00:00.000 +0100,-0.038888889
2006-01-12 20:00:00.000 +0100,-0.094444444
2006-01-12 21:00:00.000 +0100,-0.577777778
2006-01-12 22:00:00.000 +0100,-0.611111111
2006-01-12 23:00:00.000 +0100,-0.577777778
2006-01-13 00:00:00.000 +0100,-0.577777778
2006-01-13 01:00:00.000 +0100,-0.677777778
2006-01-13 02:00:00.000 +0100,-0.577777778
2006-01-13 03:00:00.000 +0100,-0.577777778
2006-01-13 04:00:00.000 +0100,-1.038888889
2006-01-13 05:00:00.000 +0100,-1.083333333
2006-01-13 06:00:00.000 +0100,-1.083333333
2006-01-13 07:00:00.000 +0100,-1.055555556
2006-01-13 08:00:00.000 +0100,-1.105555556
2006-01-13 09:00:00.000 +0100,-1.083333333
2006-01-13 10:00:00.000 +0100,-0.816666667
2006-01-13 11:00:00.000 +0100,0.05
2006-01-13 12:00:00.000 +0100,0.072222222
2006-01-13 13:00:00.000 +0100,0.25
2006-01-13 14:00:00.000 +0100,0.094444444
2006-01-13 15:00:00.000 +0100,0.094444444
2006-01-13 16:00:00.000 +0100,0.138888889
2006-01-13 17:00:00.000 +0100,0.05
2006-01-13 18:00:00.000 +0100,0.05
2006-01-13 19:00:00.000 +0100,0.022222222
2006-01-13 20:00:00.000 +0100,-0.022222222
2006-01-13 21:00:00.000 +0100,-0.022222222
2006-01-13 22:00:00.000 +0100,-0.061111111
2006-01-13 23:00:00.000 +0100,-0.072222222
2006-01-14 00:00:00.000 +0100,-0.116666667
2006-01-14 01:00:00.000 +0100,-3.605555556
2006-01-14 02:00:00.000 +0100,-0.65
2006-01-14 03:00:00.000 +0100,-0.65
2006-01-14 04:00:00.000 +0100,-0.605555556
2006-01-14 05:00:00.000 +0100,-0.65
2006-01-14 06:00:00.000 +0100,-0.65
2006-01-14 07:00:00.000 +0100,-0.172222222
2006-01-14 08:00:00.000 +0100,-0.144444444
2006-01-14 09:00:00.000 +0100,-0.166666667
2006-01-14 10:00:00.000 +0100,-0.15
2006-01-14 11:00:00.000 +0100,-0.138888889
2006-01-14 12:00:00.000 +0100,-0.094444444
2006-01-14 13:00:00.000 +0100,-0.088888889
2006-01-14 14:00:00.000 +0100,-0.138888889
2006-01-14 15:00:00.000 +0100,-0.138888889
2006-01-14 16:00:00.000 +0100,-0.122222222
2006-01-14 17:00:00.000 +0100,-0.138888889
2006-01-14 18:00:00.000 +0100,-1.161111111
2006-01-14 19:00:00.000 +0100,-2.122222222
2006-01-14 20:00:00.000 +0100,-2.155555556
2006-01-14 21:00:00.000 +0100,-2.155555556
2006-01-14 22:00:00.000 +0100,-3.233333333
2006-01-14 23:00:00.000 +0100,-3.772222222
2006-01-15 00:00:00.000 +0100,-4.327777778
2006-01-15 01:00:00.000 +0100,-3.644444444
2006-01-15 02:00:00.000 +0100,-4.838888889
2006-01-15 03:00:00.000 +0100,-5.322222222
2006-01-15 04:00:00.000 +0100,-5.172222222
2006-01-15 05:00:00.000 +0100,-4.833333333
2006-01-15 06:00:00.000 +0100,-3.816666667
2006-01-15 07:00:00.000 +0100,-4.133333333
2006-01-15 08:00:00.000 +0100,-2.822222222
2006-01-15 09:00:00.000 +0100,-2.75
2006-01-15 10:00:00.000 +0100,-2.3
2006-01-15 11:00:00.000 +0100,-2.172222222
2006-01-15 12:00:00.000 +0100,-2.127777778
2006-01-15 13:00:00.000 +0100,-2.011111111
2006-01-15 14:00:00.000 +0100,-2.105555556
2006-01-15 15:00:00.000 +0100,-2.127777778
2006-01-15 16:00:00.000 +0100,-2.122222222
2006-01-15 17:00:00.000 +0100,-2.2
2006-01-15 18:00:00.000 +0100,-2.733333333
2006-01-15 19:00:00.000 +0100,-2.688888889
2006-01-15 20:00:00.000 +0100,-2.755555556
2006-01-15 21:00:00.000 +0100,-2.755555556
2006-01-15 22:00:00.000 +0100,-3.244444444
2006-01-15 23:00:00.000 +0100,-3.288888889
2006-01-16 00:00:00.000 +0100,-3.288888889
2006-01-16 01:00:00.000 +0100,-4.116666667
2006-01-16 02:00:00.000 +0100,-3.288888889
2006-01-16 03:00:00.000 +0100,-3.333333333
2006-01-16 04:00:00.000 +0100,-3.333333333
2006-01-16 05:00:00.000 +0100,-2.827777778
2006-01-16 06:00:00.000 +0100,-3.844444444
2006-01-16 07:00:00.000 +0100,-3.805555556
2006-01-16 08:00:00.000 +0100,-3.794444444
2006-01-16 09:00:00.000 +0100,-3.794444444
2006-01-16 10:00:00.000 +0100,-3.744444444
2006-01-16 11:00:00.000 +0100,-3.772222222
2006-01-16 12:00:00.000 +0100,-2.755555556
2006-01-16 13:00:00.000 +0100,-3.744444444
2006-01-16 14:00:00.000 +0100,-2.755555556
2006-01-16 15:00:00.000 +0100,-3.772222222
2006-01-16 16:00:00.000 +0100,-3.744444444
2006-01-16 17:00:00.000 +0100,-3.794444444
2006-01-16 18:00:00.000 +0100,-3.794444444
2006-01-16 19:00:00.000 +0100,-3.794444444
2006-01-16 20:00:00.000 +0100,-3.794444444
2006-01-16 21:00:00.000 +0100,-3.794444444
2006-01-16 22:00:00.000 +0100,-3.811111111
2006-01-16 23:00:00.000 +0100,-3.816666667
2006-01-17 00:00:00.000 +0100,-4.327777778
2006-01-17 01:00:00.000 +0100,-2.144444444
2006-01-17 02:00:00.000 +0100,-4.327777778
2006-01-17 03:00:00.000 +0100,-4.327777778
2006-01-17 04:00:00.000 +0100,-4.388888889
2006-01-17 05:00:00.000 +0100,-4.905555556
2006-01-17 06:00:00.000 +0100,-4.905555556
2006-01-17 07:00:00.000 +0100,-4.838888889
2006-01-17 08:00:00.000 +0100,-4.905555556
2006-01-17 09:00:00.000 +0100,-3.888888889
2006-01-17 10:00:00.000 +0100,-3.922222222
2006-01-17 11:00:00.000 +0100,-3.816666667
2006-01-17 12:00:00.000 +0100,-3.816666667
2006-01-17 13:00:00.000 +0100,-3.761111111
2006-01-17 14:00:00.000 +0100,-2.777777778
2006-01-17 15:00:00.000 +0100,-3.794444444
2006-01-17 16:00:00.000 +0100,-3.705555556
2006-01-17 17:00:00.000 +0100,-3.822222222
2006-01-17 18:00:00.000 +0100,-3.772222222
2006-01-17 19:00:00.000 +0100,-3.694444444
2006-01-17 20:00:00.000 +0100,-3.772222222
2006-01-17 21:00:00.000 +0100,-3.266666667
2006-01-17 22:00:00.000 +0100,-3.116666667
2006-01-17 23:00:00.000 +0100,-2.733333333
2006-01-18 00:00:00.000 +0100,-2.222222222
2006-01-18 01:00:00.000 +0100,1.227777778
2006-01-18 02:00:00.000 +0100,-0.6
2006-01-18 03:00:00.000 +0100,0.488888889
2006-01-18 04:00:00.000 +0100,1.238888889
2006-01-18 05:00:00.000 +0100,2.177777778
2006-01-18 06:00:00.000 +0100,2.222222222
2006-01-18 07:00:00.000 +0100,2.833333333
2006-01-18 08:00:00.000 +0100,2.316666667
2006-01-18 09:00:00.000 +0100,2.805555556
2006-01-18 10:00:00.000 +0100,3.816666667
2006-01-18 11:00:00.000 +0100,2.827777778
2006-01-18 12:00:00.000 +0100,2.85
2006-01-18 13:00:00.000 +0100,3.855555556
2006-01-18 14:00:00.000 +0100,3.888888889
2006-01-18 15:00:00.000 +0100,2.844444444
2006-01-18 16:00:00.000 +0100,2.905555556
2006-01-18 17:00:00.000 +0100,2.266666667
2006-01-18 18:00:00.000 +0100,2.244444444
2006-01-18 19:00:00.000 +0100,1.755555556
2006-01-18 20:00:00.000 +0100,1.205555556
2006-01-18 21:00:00.000 +0100,0.672222222
2006-01-18 22:00:00.000 +0100,0.666666667
2006-01-18 23:00:00.000 +0100,0.144444444
2006-01-19 00:00:00.000 +0100,0.694444444
2006-01-19 01:00:00.000 +0100,-4.211111111
2006-01-19 02:00:00.000 +0100,2.266666667
2006-01-19 03:00:00.000 +0100,2.222222222
2006-01-19 04:00:00.000 +0100,1.694444444
2006-01-19 05:00:00.000 +0100,1.111111111
2006-01-19 06:00:00.000 +0100,1.061111111
2006-01-19 07:00:00.000 +0100,0.138888889
2006-01-19 08:00:00.000 +0100,-0.05
2006-01-19 09:00:00.000 +0100,-1.111111111
2006-01-19 10:00:00.000 +0100,-0.977777778
2006-01-19 11:00:00.000 +0100,-1.066666667
2006-01-19 12:00:00.000 +0100,-0.972222222
2006-01-19 13:00:00.000 +0100,-0.872222222
2006-01-19 14:00:00.000 +0100,-0.994444444
2006-01-19 15:00:00.000 +0100,-1.016666667
2006-01-19 16:00:00.000 +0100,-0.138888889
2006-01-19 17:00:00.000 +0100,-1.111111111
2006-01-19 18:00:00.000 +0100,-2.222222222
2006-01-19 19:00:00.000 +0100,-2.644444444
2006-01-19 20:00:00.000 +0100,-2.827777778
2006-01-19 21:00:00.000 +0100,-3.866666667
2006-01-19 22:00:00.000 +0100,-3.772222222
2006-01-19 23:00:00.000 +0100,-4.933333333
2006-01-20 00:00:00.000 +0100,-5.444444444
2006-01-20 01:00:00.000 +0100,-1.733333333
2006-01-20 02:00:00.000 +0100,-5.488888889
2006-01-20 03:00:00.000 +0100,-5.483333333
2006-01-20 04:00:00.000 +0100,-5.444444444
2006-01-20 05:00:00.000 +0100,-4.95
2006-01-20 06:00:00.000 +0100,-3.888888889
2006-01-20 07:00:00.000 +0100,-3.838888889
2006-01-20 08:00:00.000 +0100,-3.794444444
2006-01-20 09:00:00.000 +0100,-2.755555556
2006-01-20 10:00:00.000 +0100,-2.1
2006-01-20 11:00:00.000 +0100,-2.044444444
2006-01-20 12:00:00.000 +0100,-0.955555556
2006-01-20 13:00:00.000 +0100,0.094444444
2006-01-20 14:00:00.000 +0100,0.155555556
2006-01-20 15:00:00.000 +0100,0.133333333
2006-01-20 16:00:00.000 +0100,-0.816666667
2006-01-20 17:00:00.000 +0100,-1.044444444
2006-01-20 18:00:00.000 +0100,-1.066666667
2006-01-20 19:00:00.000 +0100,-1.027777778
2006-01-20 20:00:00.000 +0100,-1.088888889
2006-01-20 21:00:00.000 +0100,-1.111111111
2006-01-20 22:00:00.000 +0100,-1.044444444
2006-01-20 23:00:00.000 +0100,-1.088888889
2006-01-21 00:00:00.000 +0100,-1.111111111
2006-01-21 01:00:00.000 +0100,0.305555556
2006-01-21 02:00:00.000 +0100,-1.155555556
2006-01-21 03:00:00.000 +0100,-1.177777778
2006-01-21 04:00:00.000 +0100,-1.216666667
2006-01-21 05:00:00.000 +0100,-2.194444444
2006-01-21 06:00:00.000 +0100,-2.727777778
2006-01-21 07:00:00.000 +0100,-2.638888889
2006-01-21 08:00:00.000 +0100,-2.15
2006-01-21 09:00:00.000 +0100,-1.083333333
2006-01-21 10:00:00.000 +0100,0.105555556
2006-01-21 11:00:00.000 +0100,2.2
2006-01-21 12:00:00.000 +0100,3.838888889
2006-01-21 13:00:00.000 +0100,4.927777778
2006-01-21 14:00:00.000 +0100,6.177777778
2006-01-21 15:00:00.000 +0100,6.2
2006-01-21 16:00:00.000 +0100,3.35
2006-01-21 17:00:00.000 +0100,1.3
2006-01-21 18:00:00.000 +0100,1.255555556
2006-01-21 19:00:00.000 +0100,0.261111111
2006-01-21 20:00:00.000 +0100,0.144444444
2006-01-21 21:00:00.000 +0100,0.172222222
2006-01-21 22:00:00.000 +0100,0.644444444
2006-01-21 23:00:00.000 +0100,0.566666667
2006-01-22 00:00:00.000 +0100,0.566666667
2006-01-22 01:00:00.000 +0100,-9.483333333
2006-01-22 02:00:00.000 +0100,0.583333333
2006-01-22 03:00:00.000 +0100,1.183333333
2006-01-22 04:00:00.000 +0100,1.183333333
2006-01-22 05:00:00.000 +0100,2.177777778
2006-01-22 06:00:00.000 +0100,2.15
2006-01-22 07:00:00.000 +0100,2.016666667
2006-01-22 08:00:00.000 +0100,1.088888889
2006-01-22 09:00:00.000 +0100,1.177777778
2006-01-22 10:00:00.000 +0100,2.205555556
2006-01-22 11:00:00.000 +0100,1.172222222
2006-01-22 12:00:00.000 +0100,0.127777778
2006-01-22 13:00:00.000 +0100,-0.477777778
2006-01-22 14:00:00.000 +0100,-1.988888889
2006-01-22 15:00:00.000 +0100,-2.588888889
2006-01-22 16:00:00.000 +0100,-4.416666667
2006-01-22 17:00:00.000 +0100,-5.983333333
2006-01-22 18:00:00.000 +0100,-7.044444444
2006-01-22 19:00:00.000 +0100,-6.966666667
2006-01-22 20:00:00.000 +0100,-7.205555556
2006-01-22 21:00:00.000 +0100,-8.316666667
2006-01-22 22:00:00.000 +0100,-9.716666667
2006-01-22 23:00:00.000 +0100,-10.51666667
2006-01-23 00:00:00.000 +0100,-11.53333333
2006-01-23 01:00:00.000 +0100,-11.58333333
2006-01-23 02:00:00.000 +0100,-11.55555556
2006-01-23 03:00:00.000 +0100,-12.11111111
2006-01-23 04:00:00.000 +0100,-12.55
2006-01-23 05:00:00.000 +0100,-12.64444444
2006-01-23 06:00:00.000 +0100,-12.66666667
2006-01-23 07:00:00.000 +0100,-12.73333333
2006-01-23 08:00:00.000 +0100,-12.71111111
2006-01-23 09:00:00.000 +0100,-12.68888889
2006-01-23 10:00:00.000 +0100,-12.57777778
2006-01-23 11:00:00.000 +0100,-12.63888889
2006-01-23 12:00:00.000 +0100,-12.10555556
2006-01-23 13:00:00.000 +0100,-11.12222222
2006-01-23 14:00:00.000 +0100,-10.04444444
2006-01-23 15:00:00.000 +0100,-10.0
2006-01-23 16:00:00.000 +0100,-10.04444444
2006-01-23 17:00:00.000 +0100,-10.02222222
2006-01-23 18:00:00.000 +0100,-10.11666667
2006-01-23 19:00:00.000 +0100,-10.95
2006-01-23 20:00:00.000 +0100,-11.13888889
2006-01-23 21:00:00.000 +0100,-10.18888889
2006-01-23 22:00:00.000 +0100,-10.62777778
